ObjectID,GlobalID,Station Width,Station Depth,Station Velocity,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,a8e6473b-013c-48e9-a278-cf0533088858,0,0.12,0.008,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
2,f6d6bfce-aa89-4e6a-9a04-a9457a940b39,0.2,0.1,0.148,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
3,f9b580c9-0201-4ff9-be61-d6d801327ca2,0.4,0.16,0.361,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
4,95b1f191-9f43-4b56-9e0a-0c486d4f35dd,0.6,0.16,0.517,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
5,3a860f14-1064-43e2-84d9-080a27a62dab,0.8,0.17,0.648,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
6,cc6e1767-b333-4fdb-9dca-fc07c255466e,1,0.2,0.86,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
7,605dc902-bf06-4d21-b587-df32cb72b348,1.2,0.22,0.912,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
8,0f6e0b56-ad08-4596-b300-f8704cd4d1d1,1.4,0.23,0.936,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
9,655f4a3c-3982-4ca3-8060-1be333877b8d,1.6,0.22,0.737,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
10,5a4d552c-ca4c-447b-9367-49008009bcac,1.8,0.27,0.726,3102445b-7ddd-4529-a835-5199585e8a6e,6/6/2019 11:13:25 PM,richie@qcinc.org,6/6/2019 11:13:25 PM,richie@qcinc.org
