ObjectID,GlobalID,Channel Segment Number,Channel Unit Number,Channel Unit Type,Maximum Depth (m),Thalweg Exit Depth (m),Channel Unit Notes,TOS,BOS,Overhanging (%),Aquatic Vegetation (%),Woody Debris (%),Artificial (%),Total No Cover (%),Cover Sum (%),Sand/Fines <2mm (%),Gravel 2-64mm (%),Cobble 64-256mm (%),Boulder >256mm (%),Ocular Sum (%),Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Width 1 (m),Width 2 (m),Width 3 (m),Width 4 (m),Width 5 (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,180ee5d7-4ad9-48e3-b131-138b023a47ec,1,1,Run,0.67,0.48,,FALSE,TRUE,0,10,0,0,90,100,10,40,50,0,100,,,,,,,,,,,,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
2,81b83b4e-f6aa-48c8-a3ef-e165530ccf02,1,2,Riffle,0.66,0.49,,FALSE,FALSE,10,10,0,0,80,100,10,40,40,10,100,218,27.3,218,27.3,309,154,54.5,19.3,38.5,154,109,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
3,d350cb51-b09b-4d67-b285-947355cbc0df,1,3,Run,0.96,0.33,,FALSE,FALSE,20,10,10,10,60,110,20,30,40,10,100,,,,,,,,,,,,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
4,4f5e36ac-0738-4092-9ae6-ec513bb71c68,1,4,Riffle,0.73,0.61,,FALSE,FALSE,10,10,0,0,90,110,10,50,40,0,100,27.3,13.65,38.5,27.3,54.5,54.5,6.85,54.5,154,154,54.5,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
5,fdc5c6aa-37ed-4264-8422-0fe9b484e14b,2,5,Riffle,0.66,0.53,,FALSE,FALSE,20,10,10,0,70,110,10,40,50,0,100,218,77,38.5,109,13.65,77,309,218,38.5,109,218,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
6,42219535-8088-48c9-a99b-20a42c756e7a,1,6,Pool,1.06,0.29,,FALSE,FALSE,10,10,0,0,90,110,20,60,20,0,100,,,,,,,,,,,,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
7,670a386b-3885-43da-9141-771388cec8f2,1,7,Riffle,0.88,0.62,,FALSE,FALSE,30,10,0,0,70,110,10,60,30,0,100,38.5,54.5,77,38.5,109,109,77,109,154,77,54.5,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
8,dcc91e18-6ae6-424b-bc2e-bda55c5a4ba1,1,8,OCA,0.38,,,FALSE,FALSE,50,20,10,0,20,100,90,10,0,0,100,,,,,,,,,,,,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
9,5bcfb07b-c866-4a6c-87a6-50567594f33f,1,9,Pool,0.94,0.35,,FALSE,FALSE,10,10,0,0,90,110,20,40,30,10,100,,,,,,,,,,,,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
10,ce422173-9268-4213-bdca-b1775f76aac0,1,10,Riffle,0.93,0.39,,FALSE,FALSE,20,10,10,0,70,110,10,40,40,10,100,13.65,109,27.3,38.5,109,309,77,54.5,77,154,218,,,,,,a71e7b5a-819f-4385-8655-65a19ecf0dc1,7/27/2022 8:43:29 PM,mhe_mackerman,7/27/2022 8:43:29 PM,mhe_mackerman,,
